id,text,commodity_id,writer,date,recommend
1544,"Material are good, can buy",1,*******,2016/10/28,Highly Recommend
1545,Delivery was smooth but the some of the sizes are very big. I received a surprised gift but it was XXL size.,1,*******,2016/10/28,Recommend
1546,"Stock deliver fast\
Will recommend friends to buy",1,*******,2016/10/27,Highly Recommend
1547,Nice cutting and delivery fast ..I always order... But hope got more design can choose,1,*******,2016/10/27,Highly Recommend
1548,Ordered 4 items not bad but this dress is so short. Not suitable for 157cm and above.,1,*******,2016/10/27,netural
1549,The clothes I've ordered matches my size very well. Initially having doubts because it might not fit me. The quality of the clothes are good too. Price is very reasonable as well. Will buy again,1,*******,2016/10/27,Highly Recommend
1550,Second purchase now. Bought 3 items. Only 1 is good. The other 2 looks a bit off cutting and material not good. Delivery is fast though and well packed.,1,*******,2016/10/27,Recommend
1551,Item received with good condition,1,*******,2016/10/27,netural
1552,Item received in good condition and well packed,1,*******,2016/10/27,Highly Recommend
1553,third times bought from the shop! received in good condition! but i thought buy 3 get 1free this time? bought 6 but only recived one free cloth! hahah,1,*******,2016/10/27,Highly Recommend
1554,Good buy. Fast to receive. Thank you,1,*******,2016/10/27,Highly Recommend
1555,Fast delivery. Cheap skate quality. Disappointed with this purchase.,1,*******,2016/10/27,Not Recommend
1556,Size is much bigger than expected :( cannot wear. Quality ok ok only.,1,*******,2016/10/26,Highly Recommend
1557,worth for the price love the design,1,*******,2016/10/26,Recommend
1558,Item received quite fast and in good condition,1,*******,2016/10/26,Recommend
1559,Good conditions and good pricing...thanks will buy again,1,*******,2016/10/26,Highly Recommend
1560,I received yesterday  25/10/16,1,*******,2016/10/26,Recommend
1561,Fast delivery. Second purchase. Love their clothing,1,*******,2016/10/26,Highly Recommend
1562,Material is not too good.,1,*******,2016/10/26,Recommend
1563,Fast delivery........,1,*******,2016/10/26,Highly Recommend
1564,"THE MATERIAL NOT BAD, I WILL CONTINUE BUYING IT",1,*******,2016/10/26,Recommend
1565,"2nd purchase..\
the white short a bit translucent but i think it still ok",1,*******,2016/10/26,Highly Recommend
1566,Item is great n Wife like it very much.....,1,*******,2016/10/26,Highly Recommend
1567,"this is my 3 or 4 time i bought the clothes.Great services. Cloth all is in good conditions.\
Even some of the clothes it big for me but it TOTALLY OKAY for me.\
This purchase i received a free gift dress..\
Thanks you seller.\
I will buy again if they is new sales and clothes.",1,*******,2016/10/26,Highly Recommend
1568,Came in good condition. Cheap and Material very good! Thick material for cold weather. Very satisfied!,1,*******,2016/10/26,Highly Recommend
1569,Fast delivery n item received in gd condition.,1,*******,2016/10/26,Highly Recommend
1570,"One of the dress (white-top &amp; blue-bottom), the white portion is a little too translucent ~ both shirt's material is thin, good for hot weather ~  \
Fast delivery, place order on Thursday, got the clothes on Tuesday ~\
Thank you for the free gift! (:",1,*******,2016/10/25,Recommend
1571,XL for MA X10 fits a UK size 12 snugly.,1,*******,2016/10/25,Recommend
1572,Fast delivery... nice. Will buy again when prices are suitable,1,*******,2016/10/25,Recommend
1573,Some hiccups with delivery. Seller could advise and follow up with delivery agent was smooth. Good quality and pretty. Can buy.,1,*******,2016/10/25,Recommend
1574,Fast delivery. Got a free sleep dress which however seem rather small. Have thought seller would judge the size based on the items I ordered which are all largest size. Nevertheless the items I ordered are all in good condition and fit me. This is more important :),1,*******,2016/10/25,Highly Recommend
1575,Delivery within a week. Acceptable quality.,1,*******,2016/10/25,Recommend
1576,Good buy. Love the items. Happy customer.,1,*******,2016/10/25,Highly Recommend
1577,Item sizes are big. However the material is good.,1,*******,2016/10/25,netural
1578,Received today. Material quite soft. ...,1,*******,2016/10/25,netural
1579,"Fast delivery and good quality, size is smaller than I expected. But the Free gift  is so small and I can't fit in.",1,*******,2016/10/25,Highly Recommend
1580,Generally fast delivery. But a little oversized even though bought S size.,1,*******,2016/10/25,Recommend
1581,Don't really like it as it is not the same as pic.,1,*******,2016/10/25,netural
1582,2 sides of waist are chiffon very transparent. ..,1,*******,2016/10/25,netural
1583,received items in good condition. good material and fits well.,1,*******,2016/10/25,Highly Recommend
1584,Received order with thanks. Sizes on the large side.,1,*******,2016/10/25,netural
1585,Sizes are smaller than indicated and material is not good,1,*******,2016/10/25,Not Recommend
1586,Received in good condition,1,*******,2016/10/25,Recommend
1587,"Quality very good, will purchase again.",1,*******,2016/10/24,Highly Recommend
1588,Received bit size a bit small. Suggest to buy 1 size bigger.,1,*******,2016/10/24,Highly Recommend
1589,Ordered 3 items. 1 of the item was wrong. Ordered navy jeans but received black jeans and the size also very big different from what stated online. Very Disappointed =( Although seller gave a jeans as gift for ordering 3 or more items but the jeans was too small also. Wasted.,1,*******,2016/10/24,Recommend
1590,Finally received thank you seller,1,*******,2016/10/24,Highly Recommend
1591,Received fast after ordered but sewing not that good.,1,*******,2016/10/24,netural
1592,it is my second order. value for money,1,*******,2016/10/24,Highly Recommend
1593,received in good condition! recommended!,1,*******,2016/10/24,Highly Recommend
1594,very nice and material is good just  bit too thick for Singapore weather.,1,*******,2016/10/24,Highly Recommend
1595,Great Buy! Definitely will buy again. Fast delivery and accurate items.,1,*******,2016/10/24,Highly Recommend
1596,ok not bad will buy again.The price is also cheap,1,*******,2016/10/24,Highly Recommend
1597,Item received with good condition except 1 white abit dirty but managed to clean off :),1,*******,2016/10/24,Recommend
1598,ok - received   material ok,1,*******,2016/10/24,Recommend
1599,Items received. Size is smaller than the measurement. Since order bigger size its fine. Thanks for sending items on time,1,*******,2016/10/24,Highly Recommend
1600,The short fit well for my sis....Thank Ü...,1,*******,2016/10/24,Recommend
1601,Sizes are ok. Materials some are thin and some are too thick to wear in singapore,1,*******,2016/10/23,Recommend
1602,fast delivery!!! good!!!,1,*******,2016/10/23,Highly Recommend
1603,product came in a week. came in good condition and fits me well,1,*******,2016/10/23,Highly Recommend
1604,Item received was totally different from what I ordered and have wrote many times to seller to requests for exchange but never heard back from them at all. Very disappointed and will never ordered from this seller anymore!,1,*******,2016/10/23,Not Recommend
1605,Bought many times from this seller. Always happy with my purchase,1,*******,2016/10/23,Highly Recommend
1606,"1 diamond stud is missing, so now I don't know how to replace it, as the stud is not even in the bag.",1,*******,2016/10/23,netural
1607,Very prompt delivery items in good condition,1,*******,2016/10/23,Highly Recommend
1608,"For the price, the clothes I bought are value for money. Good quality material that fits ok. Nothing to complain about.",1,*******,2016/10/23,Highly Recommend
1609,Delivery took sometime but it's still ok. Design is ok but quality could be improved,1,*******,2016/10/23,Recommend
1610,"Bought one blouse, nice, love it;\
Bought one jeans skirt, size too big as waist line is rubber type;\
Bought one dress, only B is appeared for Colour.  Note to seller wanted Blue but still got black!!  Too short for my height of 1.53!",1,*******,2016/10/22,Recommend
1611,Good quality and not first time order for seller,1,*******,2016/10/22,Highly Recommend
1612,"Items well packed, size quite big.",1,*******,2016/10/22,Recommend
1613,Items received in good condition.. Thanks..,1,*******,2016/10/22,Highly Recommend
1614,Took 2 weeks for delivery and disappointed with the quality. Not value for money and not recommend.,1,*******,2016/10/22,Not Recommend
1615,Fast Delivery.. order is in good order..,1,*******,2016/10/22,Recommend
1616,"Ordered 7 pieces of clothes from seller as they indicated 3-5 working days. End up delivery came 8 working days later. Well, if u can't deliver in a short time, den don't overpromise. Worst, service underdelivered. Items came in the right colors, but 2 items wrong sizes.. how can there be an L top with XXL bottom?? Aiyo.. im pretty much disappointed so this will definitely.. be my first and last purchase.",1,*******,2016/10/22,Not Recommend
1617,the clothes i order are of good quality. will buy fan,1,*******,2016/10/22,Highly Recommend
1618,"Quite a long delivery. Ordered on 10 Oct and received on only 21 Oct. Quite disappointed when received the items as they are either too big or too small or different from the picture/ materials as indicated in the web. E.g. MK-X17 (2XL) but size measured is one size bigger; MA-X1 (XL) size OK but length too short (measured only 63mm where indicated 67mm); MG-X5 (L) but size too small measured only 92mm more like M size, cutting very weird and totally different from picture in terms of material and cutting - cannot wear! Last pc LB-X20 is too small. My bust is 94mm and I ordered 2XL (110mm) but I don't even can cover fully in front! Price is cheap though but even so cannot wear is still a waste.",1,*******,2016/10/22,Not Recommend
1619,Highly recommended..good material,1,*******,2016/10/21,Highly Recommend
1620,"Fast delivery, item is in good condition.",1,*******,2016/10/21,Recommend
1621,fast delivery..the cutting big,1,*******,2016/10/21,Recommend
1622,"Bought few pieces from this shop, quality for all is acceptable but the fabric used for 2 items are of low quality which can be quite uncomfortable in our weather, and the cutting of the other 3 look different from the pics provided by seller.",1,*******,2016/10/21,netural
1623,"Finally received ,take around one wk to received my goods",1,*******,2016/10/21,Highly Recommend
1624,"Item was received in good condition, however ordered S size but seem like the size r M instead.",1,*******,2016/10/21,netural
1625,Received. A bit disappointed with the material and the workmanship. Material a bit thin.,1,*******,2016/10/21,netural
1626,Delivery a bit slow. Other than that quality still acceptable,1,*******,2016/10/21,Recommend
1627,Nice cutting and fitting,1,*******,2016/10/21,Highly Recommend
1628,GOOD SERVICE AND SIZE FITS NICELY. THANK YOU FOR THE PROMTLY DELIEVERY.,1,*******,2016/10/21,Recommend
1629,Received item with thanks. Bought the wrong size. Too big,1,*******,2016/10/21,Recommend
1630,Received item within a week. Design ok but material is considered moderately comfy.,1,*******,2016/10/21,Highly Recommend
1631,"Material acceptable, price reasonable...",1,*******,2016/10/20,Highly Recommend
1632,"Sizes measurement do not tally with spec, resulting selected size too big and unable to wear it. \
Workmanship is poor too.",1,*******,2016/10/20,Not Recommend
1633,Always bought from tis seller many times n always very satisfied with the goods but too bad miss their promotion...,1,*******,2016/10/20,Highly Recommend
1634,Pants is nice. Fits just right. But the grey dress is far too thick for our climate. It feels like fleece and there's no indication of this on the site. The white top and shorts set is disappointing. Not white. More like vanilla. And cutting is not flattering.,1,*******,2016/10/20,Recommend
1635,Poor quality and just look simple,1,*******,2016/10/20,netural
1636,Right fit for all clothes.,1,*******,2016/10/20,Recommend
1637,"Items received with thanks. shall buy again, very good material same as shown in picture....delivery very fast too thanks seller keep it up. shall recommend to my friends too. please update me once have new stocks thank you.",1,*******,2016/10/20,Highly Recommend
1638,received......................................,1,*******,2016/10/20,netural
1639,Took a week to arrive but it did. Thanks,1,*******,2016/10/20,Highly Recommend
1640,Good buy and satisfied with the item.,1,*******,2016/10/20,Highly Recommend
1641,Material of the items are considered good for the valuable price paid.,1,*******,2016/10/20,Recommend
1642,Take about one week time to received. Condition good . Thanks!,1,*******,2016/10/20,Highly Recommend
1643,Not worth to buy! Will nvm buy!,1,*******,2016/10/20,Not Recommend
1644,Receive item.. have not open cause delivery man came super late... and the delivery man like knocking so angrily... very bad!!!,1,*******,2016/10/20,Recommend
1645,Received in good condition..luv the materials.,1,*******,2016/10/20,Highly Recommend
1646,"Fast Delivery,recommended seller!\
Thanks Seller!",1,*******,2016/10/20,Highly Recommend
1647,"For MX-4, decent material for this price. Fit is okay. Ordered the Kaki but the colour is a little darker than expected... kind of like a dirty kaki.\
Have ordered 3 other items and 2 of them came in the wrong colour. One was labelled as white but in reality is a dirty mustard yellow (MA-10) and ordered apricot for MX-14 but received a black instead. Material for MX-14 is very thin but considering the price, I'm okay. However, cutting for MA-10 is very different from the picture. Again, considering the price, shan't complain. However, will most probably not repurchase from this seller again. Only MN-11 is fine but the cutting is a little smaller than indicated",1,*******,2016/10/19,netural
1648,"Good. Fast delivery and main thing is all can wear. Only  one thing not perfect is I had ordered white but grey was given to me. Given the sticker label on the plastic packaging indicated white but grey was packed inside... weird... never mind,  thanks",1,*******,2016/10/19,Highly Recommend
1649,Good materials! Recommend to buy from this Seller.,1,*******,2016/10/19,Recommend
1650,"Nice Blouse, slightly big!............",1,*******,2016/10/19,Recommend
1651,Item delivered within a week. Material is good.,1,*******,2016/10/19,Highly Recommend
1652,Reasonable price and fast delivery will get again,1,*******,2016/10/19,Recommend
1653,fast delivery and good quality,1,*******,2016/10/19,Recommend
1654,Received in good condition,1,*******,2016/10/19,Recommend
1655,"Have ordered the following:-\
1. pants: group-MC, type-x18. Measured the size and placed the order however it turn out to be smaller.\
2. Dress: group-MF, type-x11. Not properly sew, Not worth the money.\
Rest of the items are in good condition.",1,*******,2016/10/19,Recommend
1656,Bought 2nd pc already. Will buy sgain.,1,*******,2016/10/19,Highly Recommend
1657,Received within a week! Thank you!,1,*******,2016/10/19,Recommend
1658,The shirt is a little small and its not as bright as the white in the photo.,1,*******,2016/10/19,Recommend
1659,"Gd buy, Will buy again\
Fast delivery",1,*******,2016/10/19,Recommend
1660,Delivery took roughly 3 weeks,1,*******,2016/10/19,Recommend
1661,This is my 2nd time order.Good quality and always pack well,1,*******,2016/10/19,Highly Recommend
1662,"Received in good condition and all in order, thanks",1,*******,2016/10/19,Highly Recommend
1663,size is accurate as per indicated,1,*******,2016/10/19,Recommend
1664,cheap and thin material.,1,*******,2016/10/19,netural
1665,"Delivery takes 2 weeks such a long wait, but overall satisfied with all the clothes.\
suitable for local weather.",1,*******,2016/10/19,Recommend
1666,cheap so quality is just nice for the price u paid,1,*******,2016/10/19,Highly Recommend
1667,"Bought a top and a suite (top n bottom):\
Pant size ok but Pant thread came out when received.\
Both tops r too big in size for me.\
V upset and disappointed w it",1,*******,2016/10/18,Not Recommend
1668,"I will order it again. \
Thank you!",1,*******,2016/10/18,Highly Recommend
1669,Item received fast and in good condition.,1,*******,2016/10/18,Recommend
1670,"Received item within 2 working days, really fast and excellent services, thank you! :)",1,*******,2016/10/18,Highly Recommend
1671,Poor Courier services and delivery take too long time,1,*******,2016/10/18,netural
1672,"item all received, size abit big. thanks",1,*******,2016/10/18,Recommend
1673,super deal. value for money. my second order,1,*******,2016/10/18,Highly Recommend
1674,"One of the few suppliers that can be trusted. Material is worth the $ we pay, so it is fair. Delivery is fast and most importantly in my case, true to its sizes. Thank you",1,*******,2016/10/18,Recommend
1675,"Bought two items,  one jumper and and jumper skirt!  The jumper pants end are too Nero for fat ppl like me. And I had order the biggest size 4XL. I can fit in but I can't sit down with it. Hope they can adjust the width of the leg opening. Overall I'm satisfied with my purchase.  Thanks seller. :)",1,*******,2016/10/18,Highly Recommend
1676,Received the blouses within a week! Great and fast service as always!,1,*******,2016/10/18,Highly Recommend
1677,Great service as always! Highly recommended!,1,*******,2016/10/18,Highly Recommend
1678,Super fast delivery and material is good,1,*******,2016/10/18,Highly Recommend
1679,brought 8 pcs and only 2 can't wear still worth for the price,1,*******,2016/10/18,Recommend
1680,"Should hv bought one size smaller, give me two identical ones, wrong order.",1,*******,2016/10/18,netural
1681,Material is thin and cheap quality. Not going to wear it.,1,*******,2016/10/17,Not Recommend
1682,The stripe pants is a perfect fit! I love the fabric as it's stretchy and flexible! Very comfortable to move around. My only regret is ordering the wrong size for the top I picked since it became fitted on my arms and it seemed smaller than the picture provided. I'm okay with the purchase nonetheless. Thank you!,1,*******,2016/10/17,Recommend
1683,Item received in good condition.,1,*******,2016/10/17,Recommend
1684,Material is soft and same as picture.,1,*******,2016/10/17,Recommend
1685,Took almost 2 wks to arrive.,1,*******,2016/10/17,Highly Recommend
1686,"shipping a bit slow but the material for the items look not bad.\
Will try them on consider to buy again.",1,*******,2016/10/17,Recommend
1687,All the sizes not accurate ended only one piece can wear .all come too big and quality really what u pay is what u get. I give up in buying online clothings,1,*******,2016/10/17,netural
1688,Items received and for MR - X5 sent wrong color..send white instead of my select color.,1,*******,2016/10/17,netural
1689,Fast Delivery and Good item received,1,*******,2016/10/17,Highly Recommend
1690,Fit nicely...delivery was fast too,1,*******,2016/10/17,Highly Recommend
1691,Delivery took slightly over a week. The order is ok. Haven try but looks ok.,1,*******,2016/10/17,Recommend
1692,"Received item in good condition. Unfortunately the black dress model MS:X7, quality very poor. No sewing after cutting the neckline and the split in front of the dress. Not happy with this dress. The other items all okay.",1,*******,2016/10/17,netural
1693,Received in good condition.,1,*******,2016/10/17,Highly Recommend
1694,Black dress and red top was nice . Dress material was good but red top not very good.,1,*******,2016/10/16,Highly Recommend
1695,Received the item in good condition.  Fast delivery.,1,*******,2016/10/16,Recommend
1696,"Hi hi seller! I received the parcel this afternoon. Surprisingly the courier man called me again and said that he was nearby my house so he asked if i am at home. He will send it to me. He was very polite today. And he apologize. Happy with his value added service. Perhaps im just lucky that he was sendng parcel nearby :) At least i do not have to think how to get my parcel now! \
\
As for the item, im not very pleased with the size. I guess its more for size M to L? Not very fitting for me :(",1,*******,2016/10/16,netural
1697,Prompt delivery.. good quality.. thanks,1,*******,2016/10/16,Highly Recommend
1698,Items were in good quality!,1,*******,2016/10/16,Recommend
1699,运送服务快~有些品质不对半~谢谢你们的服务~,1,*******,2016/10/16,netural
1700,Not exactly the same as pictures. A bit disappointed...,1,*******,2016/10/16,netural
1701,Item received in good condition. Quality is ok for the price.,1,*******,2016/10/16,netural
1702,"Hi Vendor\
\
Received items with thanks!\
\
Regards\
Elvira",1,*******,2016/10/16,Recommend
1703,"Material, no good,  cutting no good. Don't like it.",1,*******,2016/10/16,Highly Recommend
1704,Delivery was timely. Garments of good quality and good price. Thanks seller. :) Will buy again.,1,*******,2016/10/16,Highly Recommend
1705,"Recieved, but this time took\
Longer time to get the parcel. Overall\
Still ok is not the first time to purchase from this shop!",1,*******,2016/10/16,Highly Recommend
1706,Package was received in good order. Am happy with the items except for one blouse.  The sleeves and end of blouse was not sewn through. I have to send for outside people to do it.,1,*******,2016/10/16,Recommend
1707,It's nice and cute I like it very much.  Highly recommended,1,*******,2016/10/16,Highly Recommend
1708,The two dresses are correct sizes. However the pants sizes XXXL is too big for my size at 160cm/63kg. I should have choose size XXL. The quality and design is good for dresses. Overall ok.,1,*******,2016/10/15,Highly Recommend
1709,"For that price and material,  it's value for money. Stripes might be slightly hot for singapore weather, but good for rainy days. As for the pink one, the neckline is small.",1,*******,2016/10/15,Recommend
1710,"Cutting is not what is shown in the picture.\
But material is ok.",1,*******,2016/10/15,netural
1711,"Dress material is thick, not suitable for local weather. Workmanship fair, design not as nice as shown. Blouse ok.",1,*******,2016/10/15,netural
1712,"This my first order from qoo10. \
Good price, fast delivery, nice fit, good  courier men. Thanks...",1,*******,2016/10/15,Recommend
1713,Fast delivery and item is in good condition,1,*******,2016/10/15,Highly Recommend
1714,There was hit &amp; misses here and there but overall it is okay as it is worth its price.,1,*******,2016/10/15,Recommend
1715,Material not very comfortable to wear but finishing is neat.,1,*******,2016/10/15,netural
1716,"Today received  all items\
 Had try on\
Okok already\
Any way thanks seller",1,*******,2016/10/15,Recommend
1717,Item received in gd condition.,1,*******,2016/10/15,Recommend
1718,Items delivered n prompt,1,*******,2016/10/15,netural
1719,Nice buy cutting a bit small overall still ok,1,*******,2016/10/15,Highly Recommend
1720,Fast delivery. Good product,1,*******,2016/10/15,Highly Recommend
1721,"Ordered for my sis and she quiet like it, \
will buy again...",1,*******,2016/10/15,Recommend
1722,Take about 1 week to recieved good price meterial not bad wil purchase again thanks,1,*******,2016/10/15,Recommend
1723,"Hi seller, got one gray color top is a bit small.\
Can I change the size from you.\
I order from you is XL size can I change to 2XL size.\
Thank you.",1,*******,2016/10/15,Recommend
1724,no bad quality and fast delivery,1,*******,2016/10/15,Recommend
1725,"Item not bad,,,,,,,,,,",1,*******,2016/10/14,Highly Recommend
1726,Although received in good condition but the color turn out light brown instead of grey as ordered.,1,*******,2016/10/14,netural
1727,Item is too small for me to fit in. Checked the measurements and its totally off. Bust size was written to be 120cm but i measured it as 108cm only.,1,*******,2016/10/14,Not Recommend
1728,Received item in good condition. =),1,*******,2016/10/14,Recommend
1729,Bought 2 pants from seller. Both of the pants received fits nicely. Value for money:) thanks seller..,1,*******,2016/10/14,Highly Recommend
1730,fast delivery. have yet to try out,1,*******,2016/10/14,Recommend
1731,"Received in Good condition, fast delivery",1,*******,2016/10/14,Recommend
1732,Item received fast delivery,1,*******,2016/10/14,Recommend
1733,Items received in good quality but shipping is abit long plus one item was wrongly delivered.,1,*******,2016/10/14,netural
1734,"Size is too small, quality is ok thought.",1,*******,2016/10/14,Highly Recommend
1735,Item received about a week plus. material quality not bad.,1,*******,2016/10/14,Highly Recommend
1736,Very good quality. Nice material. Will buy again.,1,*******,2016/10/14,Highly Recommend
1737,"I'm a UK10 for top, 10-12 for bottom and got XL for all items. For the pricing, I'm satisfied that I can even wear them. The embroidery top is pretty, but the cutting flares so much it looks like a maternity wear. I'll wear it to snatch priority seats. The black top/shorts' pretty meh. The fake 2 piece blue shirt's nice though. Overall, still quite worth it.",1,*******,2016/10/14,Recommend
1738,Item received but the one of the size is quite small is different with the detail show.,1,*******,2016/10/14,netural
1739,The stitching was horrible. sewing was bad for the yellow jacket.,1,*******,2016/10/14,Not Recommend
1740,"Received ,for the price you buy,  ok Thank you",1,*******,2016/10/14,Recommend
1741,"received all items purchased. \
One of the pink color blouse had 2 small cross pen marks (one on the sleeve and the other near the collar.\
Material also is quite different from the picture.",1,*******,2016/10/14,Recommend
1742,Item received today but the item measurement is different from the chart.,1,*******,2016/10/14,netural
1743,Good quality.  Nice dress. V happy with what I received.,1,*******,2016/10/13,Highly Recommend
1744,Quality very poor，better don't buy,1,*******,2016/10/13,Not Recommend
1745,Size is good.. cheap also.. material so so.. e price u pay can't bargain much.. overall still nice,1,*******,2016/10/13,Highly Recommend
1746,It took more than a week due to China holiday. I have not tried yet,1,*******,2016/10/13,Recommend
1747,Items took awhile to be shipped out . But items are of all of good quality and will purchase again if got new items .,1,*******,2016/10/13,Highly Recommend
1748,"Item well packaged\
\
Size is accurate. Colour is true to pic. Gd quality material\
\
Delivery calls b4 delivery\
\
What more can u ask for?",1,*******,2016/10/13,Highly Recommend
1749,Great. But delivery v slow. Took v long,1,*******,2016/10/13,Highly Recommend
1750,Items received in good condition.  Nice blouse Grp LA-X15. Thank you,1,*******,2016/10/13,Highly Recommend
1751,Items received in very good conditions. Thanks Seller!,1,*******,2016/10/13,Highly Recommend
1752,Fast delivery. Items intact. Worth it for the kind of price paid.,1,*******,2016/10/13,Recommend
1753,Delivery take 1 week.Had bad experience as i incidentially make a double order n make payment. Immediately i contact seller n did not reply till i contact Q10 then they reply. They ask me to cancel order in system and i told them i unable to do it so shipped out the same items. I keep drop an message to them and dun reply. Now i got 2 sets same clothing.,1,*******,2016/10/13,netural
1754,Delivery is slow and some clothes is smaller than the size,1,*******,2016/10/13,Recommend
1755,Blouse was in high quality. Fits in pretty good.,1,*******,2016/10/13,Recommend
1756,"Except for one (the set) where the material is too thin, the rest are all nice and value for money.",1,*******,2016/10/13,Highly Recommend
1757,Delivery took about 8 days. We bought 13 pieces but the sizes is so different even when the chart indicate the measurement. We order 1 size bigger due to previous experience but now some is too big....,1,*******,2016/10/13,Recommend
1758,"Items received good condition, 2 blouse nice and size accurate however 1 dress size like S or M instead of XL.",1,*******,2016/10/13,Recommend
1759,"Time long time to delivered, quality so so only. Thanks",1,*******,2016/10/13,netural
1760,Overall satisfied with my buy.,1,*******,2016/10/13,Highly Recommend
1761,Its M size is a bit too big. Didn't take note that it's plus size apparel.,1,*******,2016/10/12,netural
1762,Take 10 days to received the shirt...,1,*******,2016/10/12,netural
1763,2nd buy .. size jus nice .. will buy again,1,*******,2016/10/12,Highly Recommend
1764,Item received. Overall satisfy. just one of the item M size a bit small for me.,1,*******,2016/10/12,Recommend
1765,Take abt a week to deliver which is ok. All material nice... recommended to buy.,1,*******,2016/10/12,Highly Recommend
1766,Fast delivery and item well received,1,*******,2016/10/12,Highly Recommend
1767,"Disappointed as 2 sets i bot cannot fit even though i chose size up to 4XL!!! Cutting way too small.\
Material very thin.  2 tops end up i have to wear a singlet inside as the back/whole kinda see thru.\
But for the price cannot ask much.",1,*******,2016/10/11,Recommend
1768,"Material looks good, sizes abit out. But overal ok",1,*******,2016/10/11,Highly Recommend
1769,Received the blouse in good condition.  Item was good for the price.  No complaint.,1,*******,2016/10/11,Highly Recommend
1770,All items received in good condition.,1,*******,2016/10/11,Recommend
1771,Second purchase with seller. Satisfied  with the products.,1,*******,2016/10/11,Highly Recommend
1772,fast delivery and quality okay,1,*******,2016/10/11,Recommend
1773,"Lovely dress, delivery took awhile.",1,*******,2016/10/11,Highly Recommend
1774,Material is good and not too thick.,1,*******,2016/10/11,Recommend
1775,"Item received today however to my surprise the shirt has no sewing at end, just cut off from the cloth. workmanship no good.",1,*******,2016/10/11,Recommend
1776,Received the item. yet to try,1,*******,2016/10/11,netural
1777,the material is really disaapointed,1,*******,2016/10/11,Not Recommend
1778,Size is a little too big. But otherwise item is as shown in picture,1,*******,2016/10/11,netural
1779,Item ok! Except that seller cancel one of the order due to no stock and turn up need to pay for the delivery of $3.90,1,*******,2016/10/11,Recommend
1780,First purchase from seller. Material is good and comfortable.,1,*******,2016/10/11,Highly Recommend
1781,Delivery take some time. About two weeks receive item,1,*******,2016/10/11,Recommend
1782,It took 10 days from order to delivery. Designs  and colours are as per pictures.  Just that the t-shirt material is not very stretchable and a little short for my height at 1.65m.,1,*******,2016/10/11,Recommend
1783,Good quality and fast delivery...,1,*******,2016/10/11,Highly Recommend
1784,"Really like the material, but I wouldn't recommend it for hot and humid climates.",1,*******,2016/10/10,Highly Recommend
1785,Super disappointed. Everything arrive was not the same as the photo. The material quality is super low. First and last time.,1,*******,2016/10/10,Not Recommend
1786,Second order.. Still good and nice the items,1,*******,2016/10/10,Recommend
1787,"The size are fine, quality of clothes are okay too. Qexpress - ordered 1 oct, shipped 6 oct and received on 8 oct (sat). Package wrap with pvc bag. The price consider relatively cheap. Will recommend.",1,*******,2016/10/10,Highly Recommend
1788,The material is very soft.,1,*******,2016/10/10,Highly Recommend
1789,Received items ordered.,1,*******,2016/10/10,Recommend
1790,Good deal. Fast service as always. Item in good condition.,1,*******,2016/10/9,Highly Recommend
1791,Items received in good condition,1,*******,2016/10/9,Recommend
1792,Nice quality and item. Not yet try,1,*******,2016/10/9,Recommend
1793,Nice classy house but have to alter because size a little big.,1,*******,2016/10/9,Not Recommend
1794,Received in good order. Fast delivery. Thanks,1,*******,2016/10/9,Recommend
1795,Fast delivery. Returned buyer. Will buy again when there is sales and more designs,1,*******,2016/10/9,Highly Recommend
1796,"Delivery is fast. The belt for MB-X7 is ridiculously long. MW-X18 has a darker shade fm tt shown on photo which is a pleasant surprise. Size of MH-X20 is smaller than expected and sewing a bit off-quality. Overall, still happy with the items purchased.",1,*******,2016/10/9,Recommend
1797,Items received in good conditions....  Thanks,1,*******,2016/10/9,Recommend
1798,"Package came prompt and the delivery man called to make sure I was home before delivering. 2 of the items I bought were too big, but no complains other than that.",1,*******,2016/10/9,Highly Recommend
1799,Nice and will recommend to others,1,*******,2016/10/9,Recommend
1800,Order 1 size bigger is better,1,*******,2016/10/9,Recommend
1801,Goooooooooooooooooood,1,*******,2016/10/9,Highly Recommend
1802,"received gd condition, but the cutting small",1,*******,2016/10/9,Highly Recommend
1803,"received in gd condition, cutting small",1,*******,2016/10/8,Highly Recommend
1804,Received in good order.,1,*******,2016/10/8,Recommend
1805,Measurement given is not as per the actual item. Actual item is much much smaller than the measurement. Can't fit into the pants. Have to give away.,1,*******,2016/10/8,netural
1806,Fast delivery good quality,1,*******,2016/10/8,Recommend
1807,"purchased the second time already. good quality, measurement are rather accurate. will order again..",1,*******,2016/10/8,Highly Recommend
1808,Nice materials! Will shop again:),1,*******,2016/10/8,Highly Recommend
1809,Niceeeeeeeeeeeeeeeeeeeeeeeeeeeee,1,*******,2016/10/8,Highly Recommend
1810,GOOD RECEIVED. DELIVERY SERVICE IS GOOD. ITEMS ARE ALL IN ORDER,1,*******,2016/10/8,netural
1811,Soft cotton material.. i thought it's a normal pants..,1,*******,2016/10/7,netural
1812,Items received in good condition......,1,*******,2016/10/7,Recommend
1813,Good fuss free..........,1,*******,2016/10/7,Highly Recommend
1814,"Just nice, will buy anther colour that is one size bigger",1,*******,2016/10/7,Recommend
1815,"Very satisfied, I'll buy again!",1,*******,2016/10/7,Highly Recommend
